sim_time,task_id,target_waypoint,target_x,target_y,robot_name,robot_x,robot_y,distance_to_target,distance_ok_duration,task_status,task_start_time,task_complete_time,cube_delete_result
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_766338434,n14,80.84,-28.52,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1420215872,n13,84.44,-4.94,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1251258445,n23,182.8,-42.3,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_1473536117,s08,96.61,-50.5,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051705.369946,成功
0.0,nav_471359693,s10,122.1,-46.68,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_666090272,west_koi_pond,34.32,-10.13,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
0.0,nav_25346994,s11,152.73,-43.0,,0.0,0.0,0.0,0.0,COMPLETED,0.0,1768051765.368893,成功
0.0,nav_1175978805,junction_south_west,84.56,-38.81,,0.0,0.0,0.0,0.0,EXECUTING,0.0,0.0,
